,mlb_name,pitch_type,quality,ball_pct,strike_pct,foul_pct,in_play_pct,pitch_count,avg_qual,pitch_name
95594,Ryan Merritt,FC,0.08951807228915676,0.3493975903614458,0.27710843373493976,0.14457831325301204,0.2289156626506024,83.0,0.1565383301837312,Cutter
95906,Amir Garrett,FF,0.06973739495798324,0.36239495798319327,0.2426470588235294,0.1880252100840336,0.20693277310924368,952.0,0.1603646846323446,Four-seam Fastball
95909,Amir Garrett,SL,0.23293333333333374,0.392,0.3333333333333333,0.14133333333333334,0.13333333333333333,375.0,0.20810453817692648,Slider
95969,Amir Garrett,CH,0.10963350785340283,0.4607329842931937,0.24083769633507854,0.16753926701570682,0.13089005235602094,191.0,0.12765397399004674,Changeup
95987,Amir Garrett,FT,-0.16749999999999998,0.6666666666666666,0.0,0.25,0.08333333333333333,12.0,0.09296613721316117,Two-seam Fastball
97443,Mike Clevinger,FF,0.1293978494623668,0.4014336917562724,0.2867383512544803,0.15770609318996415,0.15412186379928317,1395.0,0.1603646846323446,Four-seam Fastball
97444,Mike Clevinger,CU,0.24798701298701384,0.38636363636363635,0.35064935064935066,0.1266233766233766,0.13636363636363635,308.0,0.17778582610313318,Curveball
97445,Mike Clevinger,SL,0.3034860557768938,0.36254980079681276,0.3844621513944223,0.1254980079681275,0.12749003984063745,502.0,0.20810453817692648,Slider
97448,Mike Clevinger,CH,0.16595842956120144,0.3856812933025404,0.2863741339491917,0.14780600461893764,0.18013856812933027,433.0,0.12765397399004674,Changeup
100091,Jumbo Diaz,FF,0.17753623188405765,0.32367149758454106,0.2753623188405797,0.23671497584541062,0.1642512077294686,207.0,0.1603646846323446,Four-seam Fastball
100093,Jumbo Diaz,SL,0.22950704225352114,0.3380281690140845,0.34507042253521125,0.15492957746478872,0.1619718309859155,284.0,0.20810453817692648,Slider
100108,Jumbo Diaz,FT,0.06978723404255323,0.3404255319148936,0.19148936170212766,0.23404255319148937,0.23404255319148937,47.0,0.09296613721316117,Two-seam Fastball
100629,Andrew Miller,FF,0.23106796116504993,0.32815533980582523,0.34757281553398056,0.17281553398058253,0.15145631067961166,515.0,0.1603646846323446,Four-seam Fastball
100633,Andrew Miller,SL,0.37706128133704786,0.3147632311977716,0.4206128133704735,0.16573816155988857,0.0988857938718663,718.0,0.20810453817692648,Slider
100641,Andrew Miller,FT,0.05619047619047618,0.3333333333333333,0.19047619047619047,0.23809523809523808,0.23809523809523808,21.0,0.09296613721316117,Two-seam Fastball
101883,Lisalverto Bonilla,FF,0.039008620689655264,0.36637931034482757,0.21982758620689655,0.1939655172413793,0.21982758620689655,232.0,0.1603646846323446,Four-seam Fastball
101885,Lisalverto Bonilla,CU,0.18966887417218511,0.3841059602649007,0.304635761589404,0.1390728476821192,0.17218543046357615,151.0,0.17778582610313318,Curveball
101889,Lisalverto Bonilla,FT,0.10977777777777789,0.45555555555555555,0.3111111111111111,0.06666666666666667,0.16666666666666666,90.0,0.09296613721316117,Two-seam Fastball
101890,Lisalverto Bonilla,CH,0.15903409090909043,0.38636363636363635,0.2727272727272727,0.18181818181818182,0.1590909090909091,176.0,0.12765397399004674,Changeup
102532,Shawn Armstrong,FF,0.18661478599221762,0.3346303501945525,0.2801556420233463,0.22178988326848248,0.16342412451361868,257.0,0.1603646846323446,Four-seam Fastball
102535,Shawn Armstrong,FC,0.03809523809523811,0.35714285714285715,0.17857142857142858,0.23809523809523808,0.2261904761904762,84.0,0.1565383301837312,Cutter
102544,Shawn Armstrong,FT,0.09161290322580648,0.22580645161290322,0.22580645161290322,0.25806451612903225,0.2903225806451613,31.0,0.09296613721316117,Two-seam Fastball
102551,Shawn Armstrong,SL,0.04000000000000006,0.4794520547945205,0.1643835616438356,0.2054794520547945,0.1506849315068493,73.0,0.20810453817692648,Slider
102977,Austin Brice,FF,0.16991999999999996,0.328,0.264,0.224,0.184,125.0,0.1603646846323446,Four-seam Fastball
102978,Austin Brice,SI,0.08346153846153788,0.34065934065934067,0.24175824175824176,0.18956043956043955,0.22802197802197802,364.0,0.11394481591195386,Sinker
102981,Austin Brice,CU,0.1388073394495413,0.3944954128440367,0.28440366972477066,0.14678899082568808,0.1743119266055046,109.0,0.17778582610313318,Curveball
102984,Austin Brice,SL,0.31382550335570447,0.35570469798657717,0.436241610738255,0.08053691275167785,0.12751677852348994,149.0,0.20810453817692648,Slider
103733,Jackson Stephens,FT,0.05254901960784318,0.43137254901960786,0.17647058823529413,0.23529411764705882,0.1568627450980392,102.0,0.09296613721316117,Two-seam Fastball
103734,Jackson Stephens,FF,0.21292682926829232,0.2621951219512195,0.3170731707317073,0.22560975609756098,0.1951219512195122,164.0,0.1603646846323446,Four-seam Fastball
103735,Jackson Stephens,CU,0.17088888888888892,0.3111111111111111,0.28888888888888886,0.2,0.2,90.0,0.17778582610313318,Curveball
103741,Jackson Stephens,SL,0.10702127659574473,0.5319148936170213,0.2765957446808511,0.0851063829787234,0.10638297872340426,47.0,0.20810453817692648,Slider
103750,Jackson Stephens,CH,0.11500000000000002,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.1111111111111111,36.0,0.12765397399004674,Changeup
104172,Steve Delabar,FF,0.2800000000000001,0.3055555555555556,0.3055555555555556,0.3055555555555556,0.08333333333333333,36.0,0.1603646846323446,Four-seam Fastball
104177,Steve Delabar,CH,0.44307692307692315,0.3076923076923077,0.38461538461538464,0.23076923076923078,0.07692307692307693,13.0,0.12765397399004674,Changeup
104226,Ariel Hernandez,FF,0.07194719471947152,0.4389438943894389,0.23102310231023102,0.17491749174917492,0.1551155115511551,303.0,0.1603646846323446,Four-seam Fastball
104228,Ariel Hernandez,CU,0.2449193548387093,0.4435483870967742,0.3870967741935484,0.08064516129032258,0.08870967741935484,124.0,0.17778582610313318,Curveball
